Lesson ID,CEFR Level,Major Domain,Scenario,English Lesson Title,Vietnamese Lesson Title,Primary Communication Goal,EN Word Target,Actual Bilingual A4 Page Target,Main Character,Secondary Character Rule,Status
1748,B2,Community,a routine everyday need involving community & neighbours,Sustaining and defending a viewpoint about a routine everyday need involving community & neighbours,Giao tiếp linh hoạt B2: community & neighbours — a routine everyday need involving community & neighbours,sustain and defend a viewpoint about a routine everyday need involving community & neighbours; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Anna (or another context-appropriate named Mr/Ms character),PLANNED
1749,B2,Travel Problems,a routine everyday need involving travel problems & changes,Sustaining and defending a viewpoint about a routine everyday need involving travel problems & changes,Giao tiếp linh hoạt B2: travel problems & changes — a routine everyday need involving travel problems & changes,sustain and defend a viewpoint about a routine everyday need involving travel problems & changes; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr David (or another context-appropriate named Mr/Ms character),PLANNED
1750,B2,Problems,a routine everyday need involving lost property & missing items,Sustaining and defending a viewpoint about a routine everyday need involving lost property & missing items,Giao tiếp linh hoạt B2: lost property & missing items — a routine everyday need involving lost property & missing items,sustain and defend a viewpoint about a routine everyday need involving lost property & missing items; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Emma (or another context-appropriate named Mr/Ms character),PLANNED
1751,B2,Emergencies,a routine everyday need involving emergencies & asking for help,Sustaining and defending a viewpoint about a routine everyday need involving emergencies & asking for help,Giao tiếp linh hoạt B2: emergencies & asking for help — a routine everyday need involving emergencies & asking for help,sustain and defend a viewpoint about a routine everyday need involving emergencies & asking for help; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr James (or another context-appropriate named Mr/Ms character),PLANNED
1752,B2,Public Life,"a routine everyday need involving rules, permission & public places","Sustaining and defending a viewpoint about a routine everyday need involving rules, permission & public places","Giao tiếp linh hoạt B2: rules, permission & public places — a routine everyday need involving rules, permission & public places","sustain and defend a viewpoint about a routine everyday need involving rules, permission & public places; complete the exchange naturally at B2.",800–1000,5,Ms Lan,Ms Sarah (or another context-appropriate named Mr/Ms character),PLANNED
1753,B2,Housing,a routine everyday need involving renting & moving home,Sustaining and defending a viewpoint about a routine everyday need involving renting & moving home,Giao tiếp linh hoạt B2: renting & moving home — a routine everyday need involving renting & moving home,sustain and defend a viewpoint about a routine everyday need involving renting & moving home; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Daniel (or another context-appropriate named Mr/Ms character),PLANNED
1754,B2,Housing,a routine everyday need involving utilities & household bills,Sustaining and defending a viewpoint about a routine everyday need involving utilities & household bills,Giao tiếp linh hoạt B2: utilities & household bills — a routine everyday need involving utilities & household bills,sustain and defend a viewpoint about a routine everyday need involving utilities & household bills; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Olivia (or another context-appropriate named Mr/Ms character),PLANNED
1755,B2,Public Services,a routine everyday need involving government/public services,Sustaining and defending a viewpoint about a routine everyday need involving government/public services,Giao tiếp linh hoạt B2: government/public services — a routine everyday need involving government/public services,sustain and defend a viewpoint about a routine everyday need involving government/public services; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Thomas (or another context-appropriate named Mr/Ms character),PLANNED
1756,B2,Culture,a routine everyday need involving cultural differences & etiquette,Sustaining and defending a viewpoint about a routine everyday need involving cultural differences & etiquette,Giao tiếp linh hoạt B2: cultural differences & etiquette — a routine everyday need involving cultural differences & etiquette,sustain and defend a viewpoint about a routine everyday need involving cultural differences & etiquette; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Sophie (or another context-appropriate named Mr/Ms character),PLANNED
1757,B2,Interaction,a routine everyday need involving opinions & preferences,Sustaining and defending a viewpoint about a routine everyday need involving opinions & preferences,Giao tiếp linh hoạt B2: opinions & preferences — a routine everyday need involving opinions & preferences,sustain and defend a viewpoint about a routine everyday need involving opinions & preferences; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Michael (or another context-appropriate named Mr/Ms character),PLANNED
1758,B2,Interaction,"a routine everyday need involving plans, decisions & changes","Sustaining and defending a viewpoint about a routine everyday need involving plans, decisions & changes","Giao tiếp linh hoạt B2: plans, decisions & changes — a routine everyday need involving plans, decisions & changes","sustain and defend a viewpoint about a routine everyday need involving plans, decisions & changes; complete the exchange naturally at B2.",800–1000,5,Ms Lan,Ms Grace (or another context-appropriate named Mr/Ms character),PLANNED
1759,B2,Interaction,a routine everyday need involving explaining experiences & stories,Sustaining and defending a viewpoint about a routine everyday need involving explaining experiences & stories,Giao tiếp linh hoạt B2: explaining experiences & stories — a routine everyday need involving explaining experiences & stories,sustain and defend a viewpoint about a routine everyday need involving explaining experiences & stories; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Henry (or another context-appropriate named Mr/Ms character),PLANNED
1760,B2,Interaction,a routine everyday need involving clarifying & repairing communication,Sustaining and defending a viewpoint about a routine everyday need involving clarifying & repairing communication,Giao tiếp linh hoạt B2: clarifying & repairing communication — a routine everyday need involving clarifying & repairing communication,sustain and defend a viewpoint about a routine everyday need involving clarifying & repairing communication; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Anna (or another context-appropriate named Mr/Ms character),PLANNED
1761,B2,Interaction,a routine everyday need involving disagreement & boundaries,Sustaining and defending a viewpoint about a routine everyday need involving disagreement & boundaries,Giao tiếp linh hoạt B2: disagreement & boundaries — a routine everyday need involving disagreement & boundaries,sustain and defend a viewpoint about a routine everyday need involving disagreement & boundaries; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr David (or another context-appropriate named Mr/Ms character),PLANNED
1762,B2,Interaction,a routine everyday need involving negotiation & compromise,Sustaining and defending a viewpoint about a routine everyday need involving negotiation & compromise,Giao tiếp linh hoạt B2: negotiation & compromise — a routine everyday need involving negotiation & compromise,sustain and defend a viewpoint about a routine everyday need involving negotiation & compromise; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Emma (or another context-appropriate named Mr/Ms character),PLANNED
1763,B2,Interaction,a routine everyday need involving unexpected situations & problem solving,Sustaining and defending a viewpoint about a routine everyday need involving unexpected situations & problem solving,Giao tiếp linh hoạt B2: unexpected situations & problem solving — a routine everyday need involving unexpected situations & problem solving,sustain and defend a viewpoint about a routine everyday need involving unexpected situations & problem solving; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr James (or another context-appropriate named Mr/Ms character),PLANNED
1764,B2,Society,a routine everyday need involving news & everyday current events,Sustaining and defending a viewpoint about a routine everyday need involving news & everyday current events,Giao tiếp linh hoạt B2: news & everyday current events — a routine everyday need involving news & everyday current events,sustain and defend a viewpoint about a routine everyday need involving news & everyday current events; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Sarah (or another context-appropriate named Mr/Ms character),PLANNED
1765,B2,Society,a routine everyday need involving environment & local issues,Sustaining and defending a viewpoint about a routine everyday need involving environment & local issues,Giao tiếp linh hoạt B2: environment & local issues — a routine everyday need involving environment & local issues,sustain and defend a viewpoint about a routine everyday need involving environment & local issues; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Daniel (or another context-appropriate named Mr/Ms character),PLANNED
1766,B2,Travel,a routine everyday need involving travel experiences & recommendations,Sustaining and defending a viewpoint about a routine everyday need involving travel experiences & recommendations,Giao tiếp linh hoạt B2: travel experiences & recommendations — a routine everyday need involving travel experiences & recommendations,sustain and defend a viewpoint about a routine everyday need involving travel experiences & recommendations; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Olivia (or another context-appropriate named Mr/Ms character),PLANNED
1767,B2,Life Management,a routine everyday need involving work-life balance & personal goals,Sustaining and defending a viewpoint about a routine everyday need involving work-life balance & personal goals,Giao tiếp linh hoạt B2: work-life balance & personal goals — a routine everyday need involving work-life balance & personal goals,sustain and defend a viewpoint about a routine everyday need involving work-life balance & personal goals; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Thomas (or another context-appropriate named Mr/Ms character),PLANNED
1768,B2,Learning,a routine everyday need involving learning strategies & self-improvement,Sustaining and defending a viewpoint about a routine everyday need involving learning strategies & self-improvement,Giao tiếp linh hoạt B2: learning strategies & self-improvement — a routine everyday need involving learning strategies & self-improvement,sustain and defend a viewpoint about a routine everyday need involving learning strategies & self-improvement; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Sophie (or another context-appropriate named Mr/Ms character),PLANNED
1769,B2,Relationships,"a routine everyday need involving relationships, feelings & sensitive conversations","Sustaining and defending a viewpoint about a routine everyday need involving relationships, feelings & sensitive conversations","Giao tiếp linh hoạt B2: relationships, feelings & sensitive conversations — a routine everyday need involving relationships, feelings & sensitive conversations","sustain and defend a viewpoint about a routine everyday need involving relationships, feelings & sensitive conversations; complete the exchange naturally at B2.",800–1000,5,Ms Lan,Mr Michael (or another context-appropriate named Mr/Ms character),PLANNED
1770,B2,Consumer Life,a routine everyday need involving complex services & consumer decisions,Sustaining and defending a viewpoint about a routine everyday need involving complex services & consumer decisions,Giao tiếp linh hoạt B2: complex services & consumer decisions — a routine everyday need involving complex services & consumer decisions,sustain and defend a viewpoint about a routine everyday need involving complex services & consumer decisions; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Grace (or another context-appropriate named Mr/Ms character),PLANNED
1771,B2,Wellbeing,checking an important detail about fitness & wellbeing routines,Sustaining and defending a viewpoint about checking an important detail about fitness & wellbeing routines,Giao tiếp linh hoạt B2: fitness & wellbeing routines — checking an important detail about fitness & wellbeing routines,sustain and defend a viewpoint about checking an important detail about fitness & wellbeing routines; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Henry (or another context-appropriate named Mr/Ms character),PLANNED
1772,B2,Services,checking an important detail about personal care services,Sustaining and defending a viewpoint about checking an important detail about personal care services,Giao tiếp linh hoạt B2: personal care services — checking an important detail about personal care services,sustain and defend a viewpoint about checking an important detail about personal care services; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Anna (or another context-appropriate named Mr/Ms character),PLANNED
1773,B2,Money,checking an important detail about banking & everyday money,Sustaining and defending a viewpoint about checking an important detail about banking & everyday money,Giao tiếp linh hoạt B2: banking & everyday money — checking an important detail about banking & everyday money,sustain and defend a viewpoint about checking an important detail about banking & everyday money; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr David (or another context-appropriate named Mr/Ms character),PLANNED
1774,B2,Services,"checking an important detail about post, courier & deliveries","Sustaining and defending a viewpoint about checking an important detail about post, courier & deliveries","Giao tiếp linh hoạt B2: post, courier & deliveries — checking an important detail about post, courier & deliveries","sustain and defend a viewpoint about checking an important detail about post, courier & deliveries; complete the exchange naturally at B2.",800–1000,5,Ms Lan,Ms Emma (or another context-appropriate named Mr/Ms character),PLANNED
1775,B2,Services,checking an important detail about repairs & home services,Sustaining and defending a viewpoint about checking an important detail about repairs & home services,Giao tiếp linh hoạt B2: repairs & home services — checking an important detail about repairs & home services,sustain and defend a viewpoint about checking an important detail about repairs & home services; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr James (or another context-appropriate named Mr/Ms character),PLANNED
1776,B2,Customer Service,checking an important detail about customer service & complaints,Sustaining and defending a viewpoint about checking an important detail about customer service & complaints,Giao tiếp linh hoạt B2: customer service & complaints — checking an important detail about customer service & complaints,sustain and defend a viewpoint about checking an important detail about customer service & complaints; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Sarah (or another context-appropriate named Mr/Ms character),PLANNED
1777,B2,Technology,checking an important detail about technology & devices,Sustaining and defending a viewpoint about checking an important detail about technology & devices,Giao tiếp linh hoạt B2: technology & devices — checking an important detail about technology & devices,sustain and defend a viewpoint about checking an important detail about technology & devices; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Daniel (or another context-appropriate named Mr/Ms character),PLANNED
1778,B2,Technology,checking an important detail about internet & online accounts,Sustaining and defending a viewpoint about checking an important detail about internet & online accounts,Giao tiếp linh hoạt B2: internet & online accounts — checking an important detail about internet & online accounts,sustain and defend a viewpoint about checking an important detail about internet & online accounts; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Olivia (or another context-appropriate named Mr/Ms character),PLANNED
1779,B2,Leisure,checking an important detail about entertainment & events,Sustaining and defending a viewpoint about checking an important detail about entertainment & events,Giao tiếp linh hoạt B2: entertainment & events — checking an important detail about entertainment & events,sustain and defend a viewpoint about checking an important detail about entertainment & events; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Thomas (or another context-appropriate named Mr/Ms character),PLANNED
1780,B2,Leisure,checking an important detail about sports & hobbies,Sustaining and defending a viewpoint about checking an important detail about sports & hobbies,Giao tiếp linh hoạt B2: sports & hobbies — checking an important detail about sports & hobbies,sustain and defend a viewpoint about checking an important detail about sports & hobbies; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Sophie (or another context-appropriate named Mr/Ms character),PLANNED
1781,B2,Relationships,checking an important detail about friends & social plans,Sustaining and defending a viewpoint about checking an important detail about friends & social plans,Giao tiếp linh hoạt B2: friends & social plans — checking an important detail about friends & social plans,sustain and defend a viewpoint about checking an important detail about friends & social plans; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Michael (or another context-appropriate named Mr/Ms character),PLANNED
1782,B2,Social Life,checking an important detail about invitations & visits,Sustaining and defending a viewpoint about checking an important detail about invitations & visits,Giao tiếp linh hoạt B2: invitations & visits — checking an important detail about invitations & visits,sustain and defend a viewpoint about checking an important detail about invitations & visits; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Grace (or another context-appropriate named Mr/Ms character),PLANNED
1783,B2,Community,checking an important detail about community & neighbours,Sustaining and defending a viewpoint about checking an important detail about community & neighbours,Giao tiếp linh hoạt B2: community & neighbours — checking an important detail about community & neighbours,sustain and defend a viewpoint about checking an important detail about community & neighbours; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Henry (or another context-appropriate named Mr/Ms character),PLANNED
1784,B2,Travel Problems,checking an important detail about travel problems & changes,Sustaining and defending a viewpoint about checking an important detail about travel problems & changes,Giao tiếp linh hoạt B2: travel problems & changes — checking an important detail about travel problems & changes,sustain and defend a viewpoint about checking an important detail about travel problems & changes; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Anna (or another context-appropriate named Mr/Ms character),PLANNED
1785,B2,Problems,checking an important detail about lost property & missing items,Sustaining and defending a viewpoint about checking an important detail about lost property & missing items,Giao tiếp linh hoạt B2: lost property & missing items — checking an important detail about lost property & missing items,sustain and defend a viewpoint about checking an important detail about lost property & missing items; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr David (or another context-appropriate named Mr/Ms character),PLANNED
1786,B2,Emergencies,checking an important detail about emergencies & asking for help,Sustaining and defending a viewpoint about checking an important detail about emergencies & asking for help,Giao tiếp linh hoạt B2: emergencies & asking for help — checking an important detail about emergencies & asking for help,sustain and defend a viewpoint about checking an important detail about emergencies & asking for help; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Emma (or another context-appropriate named Mr/Ms character),PLANNED
1787,B2,Public Life,"checking an important detail about rules, permission & public places","Sustaining and defending a viewpoint about checking an important detail about rules, permission & public places","Giao tiếp linh hoạt B2: rules, permission & public places — checking an important detail about rules, permission & public places","sustain and defend a viewpoint about checking an important detail about rules, permission & public places; complete the exchange naturally at B2.",800–1000,5,Ms Lan,Mr James (or another context-appropriate named Mr/Ms character),PLANNED
1788,B2,Housing,checking an important detail about renting & moving home,Sustaining and defending a viewpoint about checking an important detail about renting & moving home,Giao tiếp linh hoạt B2: renting & moving home — checking an important detail about renting & moving home,sustain and defend a viewpoint about checking an important detail about renting & moving home; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Sarah (or another context-appropriate named Mr/Ms character),PLANNED
1789,B2,Housing,checking an important detail about utilities & household bills,Sustaining and defending a viewpoint about checking an important detail about utilities & household bills,Giao tiếp linh hoạt B2: utilities & household bills — checking an important detail about utilities & household bills,sustain and defend a viewpoint about checking an important detail about utilities & household bills; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Daniel (or another context-appropriate named Mr/Ms character),PLANNED
1790,B2,Public Services,checking an important detail about government/public services,Sustaining and defending a viewpoint about checking an important detail about government/public services,Giao tiếp linh hoạt B2: government/public services — checking an important detail about government/public services,sustain and defend a viewpoint about checking an important detail about government/public services; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Olivia (or another context-appropriate named Mr/Ms character),PLANNED
1791,B2,Culture,checking an important detail about cultural differences & etiquette,Sustaining and defending a viewpoint about checking an important detail about cultural differences & etiquette,Giao tiếp linh hoạt B2: cultural differences & etiquette — checking an important detail about cultural differences & etiquette,sustain and defend a viewpoint about checking an important detail about cultural differences & etiquette; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Thomas (or another context-appropriate named Mr/Ms character),PLANNED
1792,B2,Interaction,checking an important detail about opinions & preferences,Sustaining and defending a viewpoint about checking an important detail about opinions & preferences,Giao tiếp linh hoạt B2: opinions & preferences — checking an important detail about opinions & preferences,sustain and defend a viewpoint about checking an important detail about opinions & preferences; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Sophie (or another context-appropriate named Mr/Ms character),PLANNED
1793,B2,Interaction,"checking an important detail about plans, decisions & changes","Sustaining and defending a viewpoint about checking an important detail about plans, decisions & changes","Giao tiếp linh hoạt B2: plans, decisions & changes — checking an important detail about plans, decisions & changes","sustain and defend a viewpoint about checking an important detail about plans, decisions & changes; complete the exchange naturally at B2.",800–1000,5,Ms Lan,Mr Michael (or another context-appropriate named Mr/Ms character),PLANNED
1794,B2,Interaction,checking an important detail about explaining experiences & stories,Sustaining and defending a viewpoint about checking an important detail about explaining experiences & stories,Giao tiếp linh hoạt B2: explaining experiences & stories — checking an important detail about explaining experiences & stories,sustain and defend a viewpoint about checking an important detail about explaining experiences & stories; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Grace (or another context-appropriate named Mr/Ms character),PLANNED
1795,B2,Interaction,checking an important detail about clarifying & repairing communication,Sustaining and defending a viewpoint about checking an important detail about clarifying & repairing communication,Giao tiếp linh hoạt B2: clarifying & repairing communication — checking an important detail about clarifying & repairing communication,sustain and defend a viewpoint about checking an important detail about clarifying & repairing communication; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Henry (or another context-appropriate named Mr/Ms character),PLANNED
1796,B2,Interaction,checking an important detail about disagreement & boundaries,Sustaining and defending a viewpoint about checking an important detail about disagreement & boundaries,Giao tiếp linh hoạt B2: disagreement & boundaries — checking an important detail about disagreement & boundaries,sustain and defend a viewpoint about checking an important detail about disagreement & boundaries; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Anna (or another context-appropriate named Mr/Ms character),PLANNED
1797,B2,Interaction,checking an important detail about negotiation & compromise,Sustaining and defending a viewpoint about checking an important detail about negotiation & compromise,Giao tiếp linh hoạt B2: negotiation & compromise — checking an important detail about negotiation & compromise,sustain and defend a viewpoint about checking an important detail about negotiation & compromise; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr David (or another context-appropriate named Mr/Ms character),PLANNED
1798,B2,Interaction,checking an important detail about unexpected situations & problem solving,Sustaining and defending a viewpoint about checking an important detail about unexpected situations & problem solving,Giao tiếp linh hoạt B2: unexpected situations & problem solving — checking an important detail about unexpected situations & problem solving,sustain and defend a viewpoint about checking an important detail about unexpected situations & problem solving; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Emma (or another context-appropriate named Mr/Ms character),PLANNED
1799,B2,Society,checking an important detail about news & everyday current events,Sustaining and defending a viewpoint about checking an important detail about news & everyday current events,Giao tiếp linh hoạt B2: news & everyday current events — checking an important detail about news & everyday current events,sustain and defend a viewpoint about checking an important detail about news & everyday current events; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr James (or another context-appropriate named Mr/Ms character),PLANNED
1800,B2,Society,checking an important detail about environment & local issues,Sustaining and defending a viewpoint about checking an important detail about environment & local issues,Giao tiếp linh hoạt B2: environment & local issues — checking an important detail about environment & local issues,sustain and defend a viewpoint about checking an important detail about environment & local issues; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Sarah (or another context-appropriate named Mr/Ms character),PLANNED
1801,B2,Travel,checking an important detail about travel experiences & recommendations,Sustaining and defending a viewpoint about checking an important detail about travel experiences & recommendations,Giao tiếp linh hoạt B2: travel experiences & recommendations — checking an important detail about travel experiences & recommendations,sustain and defend a viewpoint about checking an important detail about travel experiences & recommendations; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Daniel (or another context-appropriate named Mr/Ms character),PLANNED
1802,B2,Life Management,checking an important detail about work-life balance & personal goals,Sustaining and defending a viewpoint about checking an important detail about work-life balance & personal goals,Giao tiếp linh hoạt B2: work-life balance & personal goals — checking an important detail about work-life balance & personal goals,sustain and defend a viewpoint about checking an important detail about work-life balance & personal goals; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Olivia (or another context-appropriate named Mr/Ms character),PLANNED
1803,B2,Learning,checking an important detail about learning strategies & self-improvement,Sustaining and defending a viewpoint about checking an important detail about learning strategies & self-improvement,Giao tiếp linh hoạt B2: learning strategies & self-improvement — checking an important detail about learning strategies & self-improvement,sustain and defend a viewpoint about checking an important detail about learning strategies & self-improvement; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Thomas (or another context-appropriate named Mr/Ms character),PLANNED
1804,B2,Relationships,"checking an important detail about relationships, feelings & sensitive conversations","Sustaining and defending a viewpoint about checking an important detail about relationships, feelings & sensitive conversations","Giao tiếp linh hoạt B2: relationships, feelings & sensitive conversations — checking an important detail about relationships, feelings & sensitive conversations","sustain and defend a viewpoint about checking an important detail about relationships, feelings & sensitive conversations; complete the exchange naturally at B2.",800–1000,5,Ms Lan,Ms Sophie (or another context-appropriate named Mr/Ms character),PLANNED
1805,B2,Consumer Life,checking an important detail about complex services & consumer decisions,Sustaining and defending a viewpoint about checking an important detail about complex services & consumer decisions,Giao tiếp linh hoạt B2: complex services & consumer decisions — checking an important detail about complex services & consumer decisions,sustain and defend a viewpoint about checking an important detail about complex services & consumer decisions; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Michael (or another context-appropriate named Mr/Ms character),PLANNED
1806,B2,Wellbeing,asking for help with fitness & wellbeing routines,Sustaining and defending a viewpoint about asking for help with fitness & wellbeing routines,Giao tiếp linh hoạt B2: fitness & wellbeing routines — asking for help with fitness & wellbeing routines,sustain and defend a viewpoint about asking for help with fitness & wellbeing routines; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Grace (or another context-appropriate named Mr/Ms character),PLANNED
1807,B2,Services,asking for help with personal care services,Sustaining and defending a viewpoint about asking for help with personal care services,Giao tiếp linh hoạt B2: personal care services — asking for help with personal care services,sustain and defend a viewpoint about asking for help with personal care services; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Henry (or another context-appropriate named Mr/Ms character),PLANNED
1808,B2,Money,asking for help with banking & everyday money,Sustaining and defending a viewpoint about asking for help with banking & everyday money,Giao tiếp linh hoạt B2: banking & everyday money — asking for help with banking & everyday money,sustain and defend a viewpoint about asking for help with banking & everyday money; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Anna (or another context-appropriate named Mr/Ms character),PLANNED
1809,B2,Services,"asking for help with post, courier & deliveries","Sustaining and defending a viewpoint about asking for help with post, courier & deliveries","Giao tiếp linh hoạt B2: post, courier & deliveries — asking for help with post, courier & deliveries","sustain and defend a viewpoint about asking for help with post, courier & deliveries; complete the exchange naturally at B2.",800–1000,5,Ms Lan,Mr David (or another context-appropriate named Mr/Ms character),PLANNED
1810,B2,Services,asking for help with repairs & home services,Sustaining and defending a viewpoint about asking for help with repairs & home services,Giao tiếp linh hoạt B2: repairs & home services — asking for help with repairs & home services,sustain and defend a viewpoint about asking for help with repairs & home services; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Emma (or another context-appropriate named Mr/Ms character),PLANNED
1811,B2,Customer Service,asking for help with customer service & complaints,Sustaining and defending a viewpoint about asking for help with customer service & complaints,Giao tiếp linh hoạt B2: customer service & complaints — asking for help with customer service & complaints,sustain and defend a viewpoint about asking for help with customer service & complaints; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr James (or another context-appropriate named Mr/Ms character),PLANNED
1812,B2,Technology,asking for help with technology & devices,Sustaining and defending a viewpoint about asking for help with technology & devices,Giao tiếp linh hoạt B2: technology & devices — asking for help with technology & devices,sustain and defend a viewpoint about asking for help with technology & devices; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Sarah (or another context-appropriate named Mr/Ms character),PLANNED
1813,B2,Technology,asking for help with internet & online accounts,Sustaining and defending a viewpoint about asking for help with internet & online accounts,Giao tiếp linh hoạt B2: internet & online accounts — asking for help with internet & online accounts,sustain and defend a viewpoint about asking for help with internet & online accounts; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Daniel (or another context-appropriate named Mr/Ms character),PLANNED
1814,B2,Leisure,asking for help with entertainment & events,Sustaining and defending a viewpoint about asking for help with entertainment & events,Giao tiếp linh hoạt B2: entertainment & events — asking for help with entertainment & events,sustain and defend a viewpoint about asking for help with entertainment & events; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Olivia (or another context-appropriate named Mr/Ms character),PLANNED
1815,B2,Leisure,asking for help with sports & hobbies,Sustaining and defending a viewpoint about asking for help with sports & hobbies,Giao tiếp linh hoạt B2: sports & hobbies — asking for help with sports & hobbies,sustain and defend a viewpoint about asking for help with sports & hobbies; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Thomas (or another context-appropriate named Mr/Ms character),PLANNED
1816,B2,Relationships,asking for help with friends & social plans,Sustaining and defending a viewpoint about asking for help with friends & social plans,Giao tiếp linh hoạt B2: friends & social plans — asking for help with friends & social plans,sustain and defend a viewpoint about asking for help with friends & social plans; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Sophie (or another context-appropriate named Mr/Ms character),PLANNED
1817,B2,Social Life,asking for help with invitations & visits,Sustaining and defending a viewpoint about asking for help with invitations & visits,Giao tiếp linh hoạt B2: invitations & visits — asking for help with invitations & visits,sustain and defend a viewpoint about asking for help with invitations & visits; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Michael (or another context-appropriate named Mr/Ms character),PLANNED
1818,B2,Community,asking for help with community & neighbours,Sustaining and defending a viewpoint about asking for help with community & neighbours,Giao tiếp linh hoạt B2: community & neighbours — asking for help with community & neighbours,sustain and defend a viewpoint about asking for help with community & neighbours; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Grace (or another context-appropriate named Mr/Ms character),PLANNED
1819,B2,Travel Problems,asking for help with travel problems & changes,Sustaining and defending a viewpoint about asking for help with travel problems & changes,Giao tiếp linh hoạt B2: travel problems & changes — asking for help with travel problems & changes,sustain and defend a viewpoint about asking for help with travel problems & changes; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr Henry (or another context-appropriate named Mr/Ms character),PLANNED
1820,B2,Problems,asking for help with lost property & missing items,Sustaining and defending a viewpoint about asking for help with lost property & missing items,Giao tiếp linh hoạt B2: lost property & missing items — asking for help with lost property & missing items,sustain and defend a viewpoint about asking for help with lost property & missing items; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Ms Anna (or another context-appropriate named Mr/Ms character),PLANNED
1821,B2,Emergencies,asking for help with emergencies & asking for help,Sustaining and defending a viewpoint about asking for help with emergencies & asking for help,Giao tiếp linh hoạt B2: emergencies & asking for help — asking for help with emergencies & asking for help,sustain and defend a viewpoint about asking for help with emergencies & asking for help; complete the exchange naturally at B2.,800–1000,5,Ms Lan,Mr David (or another context-appropriate named Mr/Ms character),PLANNED
